Unnamed: 0,journal_title,pubmed,abstract
48,3 Biotech ,34603917; ,"The study aimed to decipher the impact of multiple drought stress on wheat. To that effect, Geumgangmil, PL 337 (1AL.1RS), PL 371 (1BL.1RS), and PL 257 (1DL.1RS) seedlings were subjected to four treatments: G1 (control), G2 (stressed thrice with rewatering), G3 (stressed twice with rewatering), and G4 (single stressful event). The findings provided a comprehensive framework of drought-hardening effect at physiological, biochemical, and gene expression levels of drought-stressed wheat genotypes. The treatments resulted in differentially higher levels of malondialdehyde (MDA), hydrogen peroxide (H2O2), soluble sugar, and proline accumulation, and reduced relative water content (RWC) in wheat plants. Photosynthetic pigment (chlorophyll and carotenoid) levels, the membrane stability index (MSI), and shoot biomass decreased dramatically and differently across genotypes, particularly in G3 and G4 compared to G2. The activity of antioxidant enzymes [ascorbate peroxidase (APX), superoxide dismutase (SOD), and catalase (CAT)] increased with the duration and severity of drought treatment. Furthermore, the relative expression of DREB, LEA, HSP, P5CS, SOD1, CAT1, APX1, RBCL, and CCD1 genes was higher in G2 than in other treatments. Drought hardening increased drought tolerance and adaptability in plants under G2 by enhancing growth and activating defensive mechanisms at the physio-biochemical and molecular levels. The findings of the study indicated that early drought stress exposure-induced acclimation (hardening), which enhanced tolerance to subsequent drought stress in wheat seedlings. The findings of this study will be useful in initiating a breeding program to develop wheat cultivars with improved drought tolerance."
49,Experimental physiology ,25958845; ,"What is the central question of this study? What is the potential role of endothelial NO production via overexpression of the l-arginine transporter, CAT1, as a mitigator of cardiac hypertrophy? What is the main finding and its importance? Augmentation of endothelium-specific l-arginine transport via CAT1 can attenuate pressure-overload-dependent cardiac hypertrophy and fibrosis. Our findings support the conclusion that interventions that improve endothelial l-arginine transport may provide therapeutic utility in the setting of myocardial hypertrophy. Such modifications may be introduced by exercise training or locally delivered gene therapy, but further experimental and clinical studies are required. Endothelial dysfunction has been postulated to play a central role in the development of cardiac hypertrophy, probably as a result of reduced NO bioavailability. We tested the hypothesis that increased endothelial NO production, mediated by increased l-arginine transport, could attenuate pressure-overload-induced cardiac hypertrophy. Echocardiography and blood pressure measurements were performed 15 weeks after transverse aortic constriction (TAC) in wild-type (WT) mice (n = 12) and in mice with endothelium-specific overexpression of the l-arginine transporter, CAT1 (CAT+; n = 12). Transverse aortic constriction induced greater increases in heart weight to body weight ratio in WT (by 47%) than CAT+ mice (by 25%) compared with the respective controls (P ≤ 0.05). Likewise, the increase in left ventricular wall thickness induced by TAC was significantly attenuated in CAT+ mice (P = 0.05). Cardiac collagen type I mRNA expression was greater in WT mice with TAC (by 22%; P = 0.03), but not in CAT+ mice with TAC, compared with the respective controls. Transverse aortic constriction also induced lesser increases in β-myosin heavy chain mRNA expression in CAT+ mice compared with WT (P ≤ 0.05). Left ventricular systolic pressure after TAC was 36 and 39% greater in WT and CAT+ mice, respectively, compared with the respective controls (P ≤ 0.001). Transverse aortic constriction had little effect on left ventricular end-diastolic pressure in both genotypes. Taken together, these data indicate that augmenting endothelial function by overexpression of l-arginine transport can attenuate pressure-overload-induced cardiac hypertrophy."
50,Planta ,16341707; ,"The enzyme catalase (EC 1.11.1.6) is inactivated by light and must be continuously replaced by new synthesis in order to maintain a constant enzyme activity in leaves. In winter rye leaves (Secale cereale L.) posttranscriptional mechanisms determine the rate of new catalase synthesis, including a light-controlled reversible modification of the catalase cat1 mRNA by methylation which greatly enhanced its translation efficiency. The specificity and regulation of this mRNA activation were further investigated. The translation efficiency of the rye cat1 mRNA was much more enhanced by N-7 methylation of the cap than that of an lhcb transcript. Investigations with truncated rye cat1 mRNAs indicated that the translational enhancement resulting from N-7 cap methylation did not require the presence of specific sequences of cat1 5'- and 3'-untranslated regions. Translational activation of the cat1 mRNA in rye leaves was independent of photosynthesis and most effectively induced by blue light. Peroxides (H(2)O(2), tertiary butyl hydroperoxide) and conditions enforcing an H(2)O(2) accumulation in the leaves (aminotriazole, paraquat) also caused an activation of the cat1 mRNA. A search for further signalling systems controlling the replenishment of inactivated catalase in light suggested that an inositol-1,4,5-triphosphate-mediated liberation of Ca(2+) from internal stores and a protein phosphatase played some role. However, these signalling systems did not affect the activation of the cat1 mRNA. After removal of Ca(2+) by EGTA the cat1 mRNA was rapidly degraded."
51,Photodiagnosis and photodynamic therapy ,32445962; ,"The present study evaluated whether the oxidative stress caused by antimicrobial photodynamic therapy (aPDT) affects the expression of C. albicans genes related to adhesion and biofilm formation (ALS1 and HPW1) and oxidative stress response (CAP1, CAT1, and SOD1). The aPDT was mediated by two photosensitizing agents (PSs) Photodithazine® (PDZ at 100 and 200 mg/L) or Curcumin (CUR at 40 and 80 μM) and LED (37.5 J/cm2 or 50 J/cm2). The quantification of the expression was performed by Reverse Transcription-Quantitative Polymerase Chain Reaction (RT-qPCR) using specific primers for the target genes. The data were analyzed by Analysis of Variance (α = 0.05), followed by Tukey's post-test. It was observed reduction in the expression of ALS1, HWP1, CAP1, CAT1, and SOD1 when aPDT was performed using 200 mg/L PDZ and 80 μM CUR associated to LED (37.7 and 50 J/cm2, respectively) and using 100 mg/L PDZ and 40 μM CUR with LED of 50 J/cm2 (versus control). Also, the expression of CAP1 and SOD1 genes was reduced after aPDT using 100 mg/L PDZ and LED of 37.5 J/cm2. There was a significant reduction in the expression of genes HWP1, CAP1, and SOD1 after aPDT using 40 μM CUR and 37.5 J/cm2 (versus the control group). The application of LED only at 37.5 and 50 J/cm2 promoted down-regulation of ALS1, CAP1, CAT1, and SOD1 genes (versus the control group). Therefore, aPDT mediated by LED -associated PSs PDZ and CUR promoted a reduction in the expression of the five C. albicans genes evaluated."
52,Frontiers in plant science ,36388506; ,"Climate change causes plants encountering several abiotic stresses simultaneously. Responses of plants to a single stress has been comprehensively studied, but it is hard to speculated infer the effects of stress combination based on these researches. Here, the response mechanism of bermudagrass to low temperature and salt treatment was investigated in this study. The results showed that low temperature (LT) treatment decreased the relative growth rate, chlorophyll fluorescence transient curve, biomass, and crude fat content of bermudagrass, whereas low temperature + salt (LT+S) treatment greatly undermined these declines. Furthermore, at 6 h and 17 d, the expression levels of glyoxalase I (GLYI), Cu-Zn/superoxide dismutase (Cu-Zn/SOD), peroxidase 2 (POD2), and oxidative enzyme 1(CAT1) in roots were considerably higher in the low temperature + salt treatment than in the low temperature treatment. Low temperature stress is more detrimental to bermudagrass, but mild salt addition can mitigate the damage by enhancing photosynthesis and improving the expression of antioxidant system genes (Cu-Zn/SOD, POD2 and CAT1) and glyoxalase system GLYI gene in roots. This study summarized the probable interaction mechanism of low temperature and salt stress on bermudagrass, which can provide beneficial reference for the growth of fodder in cold regions."
53,The Journal of biological chemistry ,9614060; ,"Arginine transport is important for a number of biological processes in vertebrates, and its transport may be rate-limiting for the production of nitric oxide. The majority of L-Arg transport is mediated by System y+, although several other carriers have been kinetically defined. System y+ cationic amino acid transport is mediated by proteins encoded by a family of genes, Cat1, Cat2, and Cat3. High affinity L-arginine transport was investigated in embryonic fibroblast cells derived from Cat1 knockout mice that lack functional Cat1. Both wild type and knockout cells transport arginine with comparable Km and Vmax. However, the apparent affinity for lysine transport was 2.4 times lower in Cat1(-/-) cells when compared with wild type cells, a property characteristic of Cat3-mediated transport. Northern analysis-documented Cat2 mRNA increased 2-fold, whereas Cat3 mRNA levels increased 11-fold in Cat1(-/-) relative to Cat1(+/+) cells. The low affinity Cat2a mRNA was not detectably expressed in these cells. Even though Cat3 expression is normally limited to adult brain, there was a large increase in the amount of Cat3 protein present at the plasma membrane of Cat1(-/-) embryonic fibroblast cells. These results suggest that Cat3 compensates for the loss of functional Cat1 in cells derived from Cat1 knockout mice and mediates the majority of high affinity arginine transport."
54,Plant physiology ,7846155; ,"We previously demonstrated that amounts of Cat1 RNA in developing immature maize (Zea mays L.) embryos change in parallel with endogenous abscisic acid (ABA) content. In excised immature embryos, addition of ABA leads to a large increase in Cat1 RNA accumulation. The Cat1 transcript, however, also accumulates to high amounts in scutella of germinating embryos, where ABA content is low and decreasing. Here we show that application of ABA to germinated embryos no longer results in the up-regulation of the Cat1 transcript accumulation that is seen during embryogenesis. This suggests that factors other than ABA control Cat1 expression at this developmental stage. Using band-shift and southwestern analyses, we show that the change in sensitivity to ABA is paralleled by changes in nuclear proteins binding to a 28-bp region of the Cat1 promoter in vitro. One protein (CAT1BP-20) shows increased accumulation in the absence of ABA, suggesting that a repressor-mediated mechanism accounts for at least a portion of the ABA regulation of Cat1."
55,Journal of Zhejiang University. Science. B ,26055913; ,"The objective of this study was to investigate the relationship between gene expression of nutrient (amino acid, peptide, sodium and proton) transporters in the small intestine and embryonic growth in domestic pigeons (Columba livia). One hundred and twenty-five fertilized eggs were randomly assigned into five groups and were incubated under optimal conditions (temperature of 38.1 °C and relative humidity of 55%). Twenty embryos/birds from each group were sacrificed by cervical dislocation on embryonic day (E) 9, 11, 13, 15 and day of hatch (DOH). The eggs, embryos (without yolk sac), and organs (head, brain, heart, liver, lungs, kidney, gizzard, small intestine, legs, and thorax) were dissected, cleaned, and weighed. Small intestine samples were collected for RNA isolation. The mRNA abundance of intestinal nutrient transporters was evaluated by real-time reverse transcription-polymerase chain reaction (RT-PCR). We classified these ten organs into four types according to the changes in relative weight during embryonic development. In addition, the gene expression of nutrient transporters was differentially regulated by embryonic day. The mRNA abundances of b(0,+)AT, EAAT3, y(+)LAT2, PepT1, LAT4, NHE2, and NHE3 increased linearly with age, whereas mRNA abundances of CAT1, CAT2, LAT1, EAAT2, SNAT1, and SNAT2 were increased to higher levels on E9 or E11 and then decreased to lower levels until DOH. The results of correlation analysis showed that the gene expressions of b(0,+)AT, EAAT3, PepT1, LAT4, NHE2, NHE3, and y(+)LAT2 had positive correlations with body weight (0.71<correlation coefficient (CC)<0.82, P<0.0001), while CAT1, CAT2, EAAT2, SNAT1, and SNAT2 had negative correlations with body weight (-0.86<CC<-0.64, P<0.0001). The gene expressions of b(0,+)AT, EAAT3, LAT4, PepT1, NHE2, NHE3, and y(+)LAT2 showed positive correlations with intestinal weight (0.80<CC<0.91, P<0.0001), while CAT1, CAT2, and EAAT2 showed negative correlations with intestinal weight (-0.84<CC<-0.67, P<0.0001). It was concluded that the differences between growth trajectories of organs and gene expression of nutrient transporters in small intestine were due to their functional and physiological properties, which provided a comprehensive study of amino acid and peptide transporter mRNA in the small intestine during embryonic growth of pigeons."
56,Animal : an international journal of animal bioscience ,32148213; ,"Glucocorticoids (GCs) are counterregulatory hormones with broad effects on the digestion and absorption of dietary carbohydrates, lipids and proteins, but the underlying molecular mechanisms of these effects remain unclear. The present experiment was conducted to investigate the main expression sites of nutrient transporters and the effects of GCs on the gene expression of these transporters in the rabbit small intestine. The results showed that peptide transporter 1 (PepT1), facultative amino acid transporter (rBAT), neutral amino acid transporter (B0AT), excitatory amino acid transporter 3 (EAAT3), sodium-glucose transporter 1 (SGLT1) and glucose transporter 5 (GLUT5) were mainly expressed in the distal segment, glucose transporter 2 (GLUT2) and fatty-acid-binding protein 4 (FATP4) were mainly expressed in the proximal segment and cationic amino acid transporter 1 (CAT1) was mainly expressed in the middle segment of the rabbit small intestine. In addition, we analysed the effects of 3 h (short-term) or 7 days (long-term) dexamethasone (DEX) treatment on the gene expression of most nutrient transporters. The results showed that short-term DEX treatment significantly decreased PepT1, B0AT, EAAT3, rBAT and SGLT1 expressions in all small intestinal segments, while it significantly decreased GLUT2 in the duodenum and FATP4 in the duodenum and ileum (P < 0.05). Long-term DEX treatment also significantly decreased PepT1, CAT1, B0AT, EAAT3, rBAT and SGLT1 in all small intestinal segments and significantly decreased GLUT2 in the jejunum and FATP4 in the ileum (P < 0.05). In conclusion, DEX could decrease the gene expression of most nutrient transporters (except GLUT5) and affect the transport of intestinal amino acids, monosaccharides and fatty acids."
57,Plant & cell physiology ,7767601; ,"The regulatory functions of the 5'-flanking regions of two genes for catalase (cat1 and cat2) from castor bean were analyzed in transgenic tobacco plants that carried fusion constructs that included the gene for beta-glucuronidase (GUS) for Escherichia coli. Dry mature seeds from transgenic plants carrying the CAT1-GUS or CAT2-GUS constructs, in which the GUS gene was fused to the 5'-flanking region of cat1 or cat2, respectively, contained significant GUS activity, indicating that the promoters of cat1 and cat2 were active during seed development. GUS activity increased in response to germination in the seeds of transgenic tobacco that carried CAT1-GUS, as well as in those that carried CAT2-GUS. During the post-germinative stage the GUS activity directed by CAT2-GUS increased still further, whereas that directed by CAT1-GUS decreased. The changes in GUS activity in the transgenic tobacco plants that carried CAT1-GUS and CAT2-GUS were similar to the changes in the levels of transcripts of cat1 and cat2, respectively, in castor bean. The results suggest that the expression of cat1 and cat2 in the germinating seeds and post-germinative seedlings is regulated mainly at the level of transcription. However, the distribution of GUS activity among the organs of the transgenic tobacco seedlings and plantlets, which was examined by histochemical staining and by enzymatic assays of tissue extracts, was not identical to that of transcripts of cat1 and cat2 in castor bean. Histochemical analysis also revealed the interesting spatial regulation of the expression of the promoter of cat2 in the transgenic tobacco seedlings."
58,"Environmental pollution (Barking, Essex : 1987) ",33190981; ,"Organosilicon has been widely used in various fields of industry and agriculture due to its excellent properties, such as high and low temperature resistance, flame retardant, insulation, radiation resistance and physiological inertia. However, organosilicon toxicity in aquatic animals is seldom known. In this research, two typical silicone or silane coupling agents (KH-560 (3-Glycidoxypropyltrimethoxysilane) and KH-570 (3-Methacryloxypropyltrimethoxysilane)) were used in a hydroponic experiment to evaluate the effects on survival rate, antioxidant response and gene expression in red swamp crayfish (Procambarus clarkii). Crayfishes were grown in black aquaculture boxes containing different concentrations (0, 10, 100 and 1000 mg L-1) of KH-560 and KH-570 for 72 h, and then crayfish samples were harvested and separated into tissues of carapace, gill and muscle for analysis. The results showed that silicone significantly increased malondialdehyde (MDA) content in muscle by 17%-38% except for the treatment of 100 mg L-1 KH-570, and reduced the survival rate of crayfish. Additionally, silicone KH-570 increased the activities of superoxide dismutase (SOD), catalase (CAT) and peroxidase (POD) by 15%-31%, 17%-35%, and 9%-46%, as well as the contents of ascorbate (AsA) and glutathione (GSH) by 19%-31%, and 23%-29% respectively, in muscle tissue, and similar results occurred in KH-560. In the carapace, however, SOD activity was significantly decreased at high concentrations level of both silicone treatments. Moreover, silicon (Si) content was higher in the abdominal muscle of crayfish after silicone treatment. Assay of gene expression showed an obvious increasing expression of antioxidant related genes (Sod1, Sod2, Cat1, Cat2, and Pod1, Pod2) under silicone stress. The above results suggested that silicone caused an obvious stress response in crayfish in both biochemical and molecular levels."
59,Infection and immunity ,9353056; ,"Aspergillus fumigatus possesses two catalases (described as fast and slow on the basis of their electrophoretic mobility). The slow catalase has been recognized as a diagnostic antigen for aspergillosis in immunocompetent patients. The antigenic catalase has been purified. The enzyme is a tetrameric protein composed of 90-kDa subunits. The corresponding cat1 gene was cloned, and sequencing data show that the cat1 gene codes for a 728-amino-acid polypeptide. A recombinant protein expressed in Pichia pastoris is enzymatically active and has biochemical and antigenic properties that are similar to those of the wild-type catalase. Molecular experiments reveal that CAT1 contains a signal peptide and a propeptide of 15 and 12 amino acid residues, respectively. cat1-disrupted mutants that were unable to produce the slow catalase were as sensitive to H2O2 and polymorphonuclear cells as the wild-type strain. In addition, there was no difference in pathogenicity between the cat1 mutant and its parental cat1+ strain in a murine model of aspergillosis."
60,Frontiers in cellular and infection microbiology ,35392605; ,"Dental caries, an ecological dysbiosis of oral microflora, initiates from the virulent biofilms formed on tooth surfaces where cariogenic microorganisms metabolize dietary carbohydrates, producing acid that demineralizes tooth enamel. Forming cariogenic biofilms, Streptococcus mutans and Candida albicans are well-recognized and emerging pathogens for dental caries. Recently, probiotics have demonstrated their potential in treating biofilm-related diseases, including caries. However, limited studies have assessed their effect on cariogenic bacteria-fungi cross-kingdom biofilm formation and their underlying interactions. Here, we assessed the effect of four probiotic Lactobacillus strains (Lactobacillus rhamnosus ATCC 2836, Lactobacillus plantarum ATCC 8014, Lactobacillus plantarum ATCC 14917, and Lactobacillus salivarius ATCC 11741) on S. mutans and C. albicans using a comprehensive multispecies biofilm model that mimicked high caries risk clinical conditions. Among the tested probiotic species, L. plantarum demonstrated superior inhibition on the growth of C. albicans and S. mutans, disruption of virulent biofilm formation with reduced bacteria and exopolysaccharide (EPS) components, and formation of virulent microcolonies structures. Transcriptome analysis (RNA sequencing) further revealed disruption of S. mutans and C. albicans cross-kingdom interactions with added L. plantarum. Genes of S. mutans and C. albicans involved in metabolic pathways (e.g., EPS formation, carbohydrate metabolism, glycan biosynthesis, and metabolism) were significantly downregulated. More significantly, genes related to C. albicans resistance to antifungal medication (ERG4), fungal cell wall chitin remodeling (CHT2), and resistance to oxidative stress (CAT1) were also significantly downregulated. In contrast, Lactobacillus genes plnD, plnG, and plnN that contribute to antimicrobial peptide plantaricin production were significantly upregulated. Our novel study findings support further assessment of the potential role of probiotic L. plantarum for cariogenic biofilm control."
61,Archives of Razi Institute ,36618275; ,"Antibiotic resistance leads to a dramatic increase in the morbidity and mortality caused by infectious diseases. Even though estimates vary widely, the economic cost of antimicrobial-resistant bacteria is on a rise. The current aimed to identify the antimicrobial resistance of Escherichia coli (E. coli). In fact, this study focused on the recent deep-learning methods (sequencing) to investigate E. coli antibiotic resistance and their protein sequences. To evaluate antibiotic resistance, the sequencing method could be considered the method of choice. The E. coli was identified by either specific biochemical tests or polymerase chain reaction (PCR) using the 16S rRNA gene. The results of aadA1 gene sequences demonstrated 10 nucleic acid substitutions throughout, as compared to the reference NCBI database (MG385063). Out of the 10 nucleic acid substitutions, 9 missense effects were observed. While the dfrA1 gene sequences illustrated 20 nucleic acid substitutions throughout, compared to the reference NCBI database (KY706080), out of the 20 nucleic acid substitutions, 8 missense effects were observed. Furthermore, the sul1 gene sequences displayed 20 nucleic acid substitutions throughout, in comparison with the reference NCBI database (CP069561), and out of the 20 nucleic acid substitutions, 12 missense effects were detected. The cat1 gene sequences showed 14 nucleic acid substitutions throughout, compared to the reference NCBI database (NC017660), and out of the 14 nucleic acid substitutions, 8 missense effects were observed. The precise point (Missense) mutation in four genes (aadA1, dfrA1, sul1, and cat1) in the expected sequence is interpreted to be the target site of a site-specific recombination mechanism that led to antibiotics resistance in E. coli isolates."
62,Plant science : an international journal of experimental plant biology ,10908810; ,"Catalase gene expression was characterized in the scutellum of maize seedlings grown at normal (25 degrees C) and elevated temperatures (35 and 40 degrees C). Chronic elevated temperatures reduce scutellar catalase activity most noticeably in the inbred lines W64A and R6-67, which express all three CAT isozymes (CAT-1, CAT-2, and CAT-3). The observed decline in catalase activity is primarily attributed to a decrease in the amount of CAT-2 isozyme, due to diminished levels of the Cat2 transcript. As CAT-2 activity levels are regulated by the trans-acting gene locus Car1, it is possible that the Car1 gene product is inhibited at the elevated temperatures. In maize lines null for CAT-2 or both CAT-2 and CAT-3, the relative levels of Cat1 transcript, although steady throughout the 10 days post-imbibition scutellar profile, are slightly higher with increasing temperatures. This might indicate that, in thermally stressed seedlings, the accumulation and/or stability of Cat1 mRNA might compensate for the lack of Cat2 transcript in a tissue where Cat2 mRNA normally accumulates during the developmental period examined. These observations, along with the drastic reduction in seed germination and seedling height at chronically elevated growth temperatures, suggest that developmental arrest, rather than oxidative stress, might be the cause for the observed results relative to Cat gene expression under such conditions."
63,Free radical biology & medicine ,35843475; ,"High-dose systemic chemotherapy constitutes a main strategy in the management of bone metastases, employing drugs like doxorubicin (DOX), related with severe side effects. To solve this issue, Cold Atmospheric Plasmas (CAP) have been proposed as potential non-invasive anti-cancer agents capable of improving the efficacy of traditional drugs. Here, we investigate the cytotoxic effects of Plasma Conditioned Medium (PCM) in combination with DOX in prostate cancer cells from bone metastases (PC-3) as well as in non-malignant bone-cells. PCM was able to enhance the cytotoxic potential of DOX both in monolayer and in a 3D bioengineered model mimicking the bone matrix. The combined treatment of PCM + DOX resulted in a profound downregulation of the redox defenses (CAT1, SOD2, GPX1) and drug resistance genes (MRP1, MDR1, BCRP1), resulting in an enhanced uptake of DOX coupled to an overload of intracellular ROS. Besides, PCM improved the cytotoxic potential of DOX interfering on the migratory and clonogenic potential of PC-3 cells. Importantly, non-malignant bone cells were unaffected by the combination of PCM + DOX. Overall, these new findings may represent a new therapeutic approach for the management of bone metastatic prostate cancer in the future."
64,Journal of experimental botany ,17314079; ,"There is circumstantial evidence implicating reactive oxygen species (ROS) in the highly ordered temporal and spatial regulation of expression of the Cat and Sod antioxidant genes during seed development and germination in maize. In order to understand and provide experimental data for the regulatory role of ROS, the expression patterns of the Cat1, Cat2, Cat3, GstI, Sod3, Sod4, and Sod4A genes, as well as catalase (CAT) and superoxide dismutase (SOD) activity responses, were examined after treatments with ROS-generating xenobiotics in developing and germinated maize scutella. CAT and SOD activities increased at both stages in response to each xenobiotic examined in a dose-dependent and stage-specific manner. Individual Cat gene expression patterns were co-ordinated with isozyme patterns of enzymatic activity in scutella of developing seeds. This was not observed in germinated seeds where, although Cat1 expression was highly induced by ROS, there was not a similar increase of enzymatic CAT1 activity, suggesting the involvement of post-transcriptional regulation. Enhanced enzyme activities were synchronous with increases in steady-state transcript levels of specific Sod genes. The steady-state transcript level of GstI was elevated in all samples examined. Gene expression responses derived from this study along with similar results documented in previous reports were subjected to cluster analysis, revealing that ROS-generating compounds provoke similar effects in the expression patterns of the tested antioxidant genes. This could be attributable to common stress-related motifs present in the promoters of these genes."
65,Molecular and cellular biology ,7891685; ,"The expression of gluconeogenic fructose-1,6-bisphosphatase (encoded by the FBP1 gene) depends on the carbon source. Analysis of the FBP1 promoter revealed two upstream activating elements, UAS1FBP1 and UAS2FBP1, which confer carbon source-dependent regulation on a heterologous reporter gene. On glucose media neither element was activated, whereas after transfer to ethanol a 100-fold derepression was observed. This gene activation depended on the previously identified derepression genes CAT1 (SNF1) (encoding a protein kinase) and CAT3 (SNF4) (probably encoding a subunit of Cat1p [Snf1p]). Screening for mutations specifically involved in UAS1FBP1 derepression revealed the new recessive derepression mutation cat8. The cat8 mutants also failed to derepress UAS2FBP1, and these mutants were unable to grow on nonfermentable carbon sources. The CAT8 gene encodes a zinc cluster protein related to Saccharomyces cerevisiae Gal4p. Deletion of CAT8 caused a defect in glucose derepression which affected all key gluconeogenic enzymes. Derepression of glucose-repressible invertase and maltase was still normally regulated. A CAT8-lacZ promoter fusion revealed that the CAT8 gene itself is repressed by Cat4p (Mig1p). These results suggest that gluconeogenic genes are derepressed upon binding of Cat8p, whose synthesis depends on the release of Cat4p (Mig1p) from the CAT8 promoter. However, gluconeogenic promoters are still glucose repressed in cat4 mutants, which indicates that in addition to its transcription, the Cat8p protein needs further activation. The observation that multicopy expression of CAT8 reverses the inability of cat1 and cat3 mutants to grow on ethanol indicates that Cat8p might be the substrate of the Cat1p/Cat3p protein kinase."
66,Plant science : an international journal of experimental plant biology ,32900449; ,"MYB transcription factors (TFs) are one of the largest TF families, and R2R3-type MYB TFs participate in the multiply abiotic stress responses in wheat. In this study, an R2R3-type MYB gene Myb protein colourless 1 located on chromosome D (named TaMpc1-D4), was cloned from wheat. TaMpc1-D4-GFP protein was localized in the nucleus. Overexpression of TaMpc1-D4 reduced drought tolerance in transgenic Arabidopsis lines, which was supported by the lower germination rate, the shorter root length, a higher level of O2- and malonaldehyde (MDA), the decreased proline content, and limited activities of peroxidase (POD), superoxide dismutase (SOD), and catalase (CAT). Furthermore, P5CS1, RD29A, RD29B, DREB2A, ABF3, CBF1, CBF2, CBF3, ERF1, POD1, SOD (Cu/Zn), and CAT1 genes related to the stress and antioxidant system were remarkably down-regulated in TaMpc1-D4 transgenic Arabidopsis lines under drought stress. Silencing TaMpc1-D4 expression in wheat enhanced the relative water content (RWC), the proline content, and the activities of antioxidant enzymes, and activated stress-related and antioxidant-related genes (DREB1, DREB3, ERF3, ERF4b, ABF, P5CS, POD, SOD (Fe), and CAT). Taken together, these results indicated that TaMpc1-D4 negatively modulated drought tolerance by regulating the capacity of the enzyme system and the expression of stress-related and antioxidant-related genes."
67,Poultry science ,27697933; ,"This study was conducted to evaluate gene expression of the amino acid transporter in post-hatch pigeon small intestine and the association of pigeon milk amino acid with the above transporter's gene expression. A total of 48 pigeon breeding families were randomly allocated to 8 groups of 6 replicates of one parental pigeon pair and 2 squabs. Samples of pigeon milk and duodenum, jejunum, and ileum were collected on d 1, 2, 3, 4, 6, 8, 10, and 14 post hatch. The results showed that levels of crude protein (8.93 to 15.56%) were highest in pigeon milk on an air-dry basis. Amino acid content in pigeon milk remained constant in the first 4 d, declined abruptly at d 6, then increased dramatically from d 8 to 14. There was a significant effect of interaction between age and intestinal segments on those amino acid transporters gene expression. mRNA abundance of ATB0'+, SNAT-2, LAT-4, rBAT, b0'+AT, EAAT-3 and PAT-1 was highest in the ileum; B0AT1, asc-1, and IMINO were predominate in the jejunum; and CAT-1 and y+LAT2 were greatest in the duodenum. Age-related changes of amino acid transporter mRNA was inconsistent. mRNA levels of SNAT-2, rBAT, y+LAT2, b0'+AT, and EAAT-3 ascended with age, whereas that of asc-1, CAT-1, and IMINO diminished significantly. Levels of B0AT1 and PAT-1 mRNA abundance were minimized at d 6. However, few correlations were found between pigeon milk amino acid and the amino acid transporter gene expressions in squab small intestine. Our findings provide a comprehensive elaboration on ontogeny of the amino acid transporter in post-hatch pigeon intestine."
68,Genomics ,11549322; ,"We report here the genomic structures of the genes encoding human calcium transport proteins CaT1 and CaT2, which belong to a recently identified class of highly selective calcium entry channels. The mRNA for CaT1 was expressed more abundantly than that for CaT2 in three major tissues involved in transcellular calcium transport, namely intestine, kidney, and placenta, as determined by quantitative PCR. The genes encoding CaT1 and CaT2, ECAC2 and ECAC1, respectively, are completely conserved in terms of exon size in the coding regions. They also share similar intron-exon structures with the genes encoding the closely related, nonselective cation channels VR1, VRL-1, OTRPC4 (also known as VR-OAC, Trp12, and VRL-2), and a hypothetical protein, VRL-3. We conclude that ECAC2 and ECAC1, which encode calcium selective channels, share a common ancestral gene with the genes encoding the related nonselective cation channels."
69,The European journal of neuroscience ,30218624; ,"Artificial light at night induces circadian disruptions and causes cognitive impairment and mood disorders; yet very little is known about the neural and molecular correlates of these effects in diurnal animals. We manipulated the night environment and examined cellular and molecular changes in hippocampus, the brain region involved in cognition and mood, of Indian house crows (Corvus splendens) exposed to 12 hr light (150 lux): 12 hr darkness (0 lux). Diurnal corvids are an ideal model species with cognitive abilities at par with mammals. Dim light (6 lux) at night (dLAN) altered daily activity:rest pattern, reduced sleep, and induced depressive-like responses (decreased eating and self-grooming, self-mutilation, and reduced novel object exploration); return to an absolute dark night reversed these negative effects. dLAN suppressed nocturnal melatonin levels; however, diurnal corticosterone levels were unaffected. Concomitant reduction of immunoreactivity for DCX and BDNF suggested dLAN-induced suppression of hippocampal neurogenesis and compromised neuronal health. dLAN also negatively influenced hippocampal expression of genes associated with depressive-like responses (bdnf, il-1β, tnfr1, nr4a2), but not of those associated with neuronal plasticity (egr1, creb, syngap, syn2, grin2a, grin2b), cellular oxidative stress (gst, sod3, cat1) and neuronal death (caspase2, caspase3, foxo3). Furthermore, we envisaged the role of BDNF and showed epigenetic modification of bdnf gene by decreased histone H3 acetylation and increased hdac4 expression under dLAN. These results demonstrate transcriptional and epigenetic bases of dLAN-induced negative effects in diurnal crows, and provide insights into the risks of exposure to illuminated nights to animals including humans in an urban setting."
