Unnamed: 0,journal_title,pubmed,abstract
65,F1000prime reports ,24592314; ,"The circadian clock allows organisms to temporally coordinate their biology with the diurnal oscillation of the environment, which enhances plant performance. Accordingly, a fuller understanding of the circadian clock mechanism may contribute to efforts to optimize plant performance. One recurring theme in clock mechanism is coupled transcription-translation feedback loops. To date, the majority of plant transcription factors constituting these loops, including the central oscillator components CIRCADIAN CLOCK ASSOCIATED 1 (CCA1), LATE ELONGATED HYPOCOTYL (LHY), and TIMING OF CAB2 EXPRESSION 1 (TOC1), and the related PSEUDO-RESPONSE REGULATORS (PRRs), are transcriptional repressors, leading to a model of the clock emphasizing repressive interactions. Recent work, however, has revealed that a subset of the REVEILLE (RVE) family of Myb transcription factors closely related to CCA1 and LHY are transcriptional activators in novel feedback transcription-translation feedback loops. Other recently identified transcriptional activators that contribute to clock function include LIGHT-REGULATED WD 1 (LWD1) and LWD2 and night light-inducible and clock-regulated transcription factors NIGHT LIGHT-INDUCIBLE AND CLOCK-REGULATED1 (LNK1) and LNK2. Collectively, these advances permit a substantial reconfiguration of the clock model."
66,Journal of experimental botany ,12096093; ,"The LATE ELONGATED HYPOCOTYL (LHY) and CIRCADIAN CLOCK ASSOCIATED (CCA1) genes encode closely related MYB transcription factors, which regulate circadian rhythms in Arabidopsis. LHY and CCA1 verify some of the properties of oscillator components, since (i) expression of their transcripts and protein exhibits circadian oscillations; (ii) their constitutive expression abolishes overt rhythmicity and (iii) they function as components of a negative transcriptional feedback loop. LHY and CCA1 have been proposed to function in conjunction with the pseudo response regulator TOC1, as components of the circadian oscillator. The regulation of their respective transcripts and protein levels in response to light signals suggests that these proteins may also mediate the regulation of circadian rhythms by light. This review discusses experimental evidence for these hypotheses."
67,Environmental science and pollution research international ,34491504; ,"Congenital anomalies are the main causes of infant death and disability. Previous studies have suggested that maternal exposure to particulate matter is related to congenital malformation. However, the conclusions of this study remain controversial. Hence, meta-analyses were performed to assess the relationship between maternal exposure to particulate matter and the risk of congenital anomalies. The Medline, Embase, and Web of Science databases were systemically searched from inception until August 2020 to find articles related to birth defects and particulate matter. The pooled risk estimated for the combination of pollution outcomes was calculated for each study by performing fixed effects or random effects models. The existence of heterogeneity and publication bias in relevant studies was also examined. Thirty studies were included in the analysis. A statistically increased summary risk valuation was found. PM10 exposure was associated with an increased risk of congenital heart disease, neural tube defects, and cleft lip with or without cleft palate (OR per 10 μg/m3 = 1.05, 95% CI, 1.03-1.07; OR per 10 μg/m3 = 1.04, 95% CI, 1.01-1.06; OR per 10 μg/m3 = 1.03, 95% CI, 1.01-1.06). Maternal exposure to particulate matter might be associated with an increased risk of congenital anomalies. Our results indicate the dangers of particulate matter exposure on fetal development and the importance of protection against exposure to such particles during pregnancy. The schematic representation of the association between maternal exposure to PM2.5/PM10 and congenital anomalies in offspring, and geographic distribution of the included reports in the meta-analyses."
68,The Plant cell ,35243509; ,
69,Journal of community psychology ,34115390; ,"Stigma is a fundamental driver of adverse health outcomes. Although stigma is often studied at the individual level to focus on how stigma influences the mental and physical health of the stigmatized, considerable research has shown that stigma is multilevel and structural. This paper proposes a theoretical approach that synthesizes the literature on stigma with the literature on scapegoating and divide-and-rule as strategies that the wealthy and powerful use to maintain their power and wealth; the literatures on racial, gender, and other subordination; the literature on ideology and organization in sociopolitical systems; and the literature on resistance and rebellion against stigma, oppression and other forms of subordination. we develop a model of the ""stigma system"" as a dialectic of interacting and conflicting structures and processes. Understanding this system can help public health reorient stigma interventions to address the sources of stigma as well as the individual problems that stigma creates. On a broader level, this model can help those opposing stigma and its effects to develop alliances and strategies with which to oppose stigma and the processes that create it."
70,Nature communications ,36104341; ,"The discrepancies among the variations in global ice volume, cave stalagmite δ18O and rainfall reconstructed by cosmogenic 10Be tremendously restrain our understanding of the evolution of the East Asian summer monsoon (EASM). Here, we present a 430-ka EASM mean annual precipitation record on the Chinese Loess Plateau obtained using branched glycerol dialkyl glycerol tetraethers based on a deep learning neural network; this rainfall record corresponds well with cave-derived δ18O data from southern China but differs from precipitation reconstructed by 10Be. Both branched tetraether membrane lipids and cave δ18O may be affected by soil moisture and atmospheric temperature when glacial and interglacial conditions alternated and were thus decoupled from atmospheric precipitation; instead, they represent variations in the intensity of the EASM. Furthermore, we demonstrate that the brGDGT-DLNN method can significantly extend the temporal scale record of the EASM and is not restricted by geographic location compared with stalagmite records."
71,Cytokine & growth factor reviews ,35115233; ,"Recent studies have identified an association between perturbed type I interferon (IFN) responses and the severity of coronavirus disease 2019 (COVID-19). IFNα intervention may normalize the dysregulated innate immunity of COVID-19. However, details regarding its utilization and therapeutic evidence have yet to be systematically evaluated. The aim of this comprehensive review was to summarize the current utilization of IFNα for COVID-19 treatment and to explore the evidence on safety and efficacy. A comprehensive review of clinical studies in the literature prior to December 1st, 2021, was performed to identify the current utilization of IFNα, which included details on the route of administration, the number of patients who received the treatment, the severity at the initiation of treatment, age range, the time from the onset of symptoms to treatment, dose, frequency, and duration as well as safety and efficacy. Encouragingly, no evidence was found against the safety of IFNα treatment for COVID-19. Early intervention, either within five days from the onset of symptoms or at hospital admission, confers better clinical outcomes, whereas late intervention may result in prolonged hospitalization."
72,JCI insight ,31484822; ,"The mechanisms contributing to heart failure remain incompletely understood. d-dopachrome tautomerase (DDT) is a member of the macrophage migration inhibitory factor family of cytokines and is highly expressed in cardiomyocytes. This study examined the role of cardiomyocyte DDT in the setting of heart failure. Patients with advanced heart failure undergoing transplantation demonstrated decreased cardiac DDT expression. To understand the effect of loss of cardiac DDT in experimental heart failure, cardiomyocyte-specific DDT-KO (DDT-cKO) and littermate control mice underwent surgical transverse aortic constriction (TAC) to induce cardiac pressure overload. DDT-cKO mice developed more rapid cardiac contractile dysfunction, greater cardiac dilatation, and pulmonary edema after TAC. Cardiomyocytes from DDT-cKO mice after TAC had impaired contractility, calcium transients, and reduced expression of the sarcoplasmic reticulum calcium ATPase. The DDT-cKO hearts also exhibited diminished angiogenesis with reduced capillary density and lower VEGF-A expression after TAC. In pharmacological studies, recombinant DDT (rDDT) activated endothelial cell ERK1/2 and Akt signaling and had proangiogenic effects in vitro. The DDT-cKO hearts also demonstrated more interstitial fibrosis with enhanced collagen and connective tissue growth factor expression after TAC. In cardiac fibroblasts, rDDT had an antifibrotic action by inhibiting TGF-β-induced Smad-2 activation. Thus, endogenous cardiomyocyte DDT has pleiotropic actions that are protective against heart failure."
73,Plant cell reports ,33398474; ,"CCA1α and CCA1β protein variants respond to environmental light and temperature cues, and higher temperature promotes CCA1β protein production and causes its retention detectable in the cytoplasm. CIRCADIAN CLOCK ASSOCIATED1 (CCA1), as the core transcription factor of circadian clock, is involved in the regulation of endogenous circadian rhythm in Arabidopsis. Previous studies have shown that CCA1 consists of two abundant splice variants, fully spliced CCA1α and intron-retaining CCA1β. CCA1β is believed to form a nonfunctional heterodimer with CCA1α and its closed-related homolog LHY. Many studies have established that CCA1β is a transcription product, while how CCA1β protein is produced and how two CCA1 isoforms respond to environmental cues have not been elucidated. In this study, we identified CCA1α and CCA1β protein variants under different photoperiods with warm or cold temperature cycles, respectively. Our results showed that CCA1 protein production is regulated by prolonged light exposure and warm temperature. The protein levels of CCA1α and CCA1β peak in the morning, but the detection of CCA1β is dependent on immunoprecipitation enrichment at 22 °C. Higher temperature of 37 °C promotes CCA1β protein production and causes its retention to be detectable in the cytoplasm. Overall, our results indicate that two splice variants of the CCA1 protein respond to environmental light and temperature signals and may, therefore, maintain the circadian rhythms and give individuals the ability to adapt to environment."
74,"Materials science & engineering. C, Materials for biological applications ",31349434; ,"This review article discusses advancement in electro-stimulated gel, recent perspectives in materials selectivity in electro-simulated gels, the gel deformation mechanism, and their applications in various advanced fields. This paper also considered the challenges associated with chemistry, drying process and mechanics of electro-responsive gels and proposed future opportunities to further advance the science and technology of these gel-based devices. More specifically this review summarized novel materials capable of producing an elevated response to low energy stimuli that are being extensively studied globally in recent years. Subsequently, the electro-response gels formulated by reinforcing selective materials such as electro-active polymers, conductive polymers, and piezoelectric materials were discussed. These gels are stimulated by application of low dosage of an electrical field to enhance their inherent mechanical and responsive attributes. This article further reviewed the theoretical understanding of simulation of some exclusive response parameters and forces to describe the deformation mechanism of electro-response materials. The major findings of the study are better understanding of the nature of gels to be used for the wearable artificial muscles, sensors, actuators, robotics, lenses, biomedical and as soft materials, their dependence on the material type, device response behaviour in the electro-stimulated field and their stability under various end use conditions. The graphic art shown below depicts the main functions of the reviewed gels, their mechanism of function depending on the applications. It is anticipated that the development of the soft electro-simulated materials is going to grow in future due to expansion of the use of artificial intelligence in devices including robotics."
75,"Science (New York, N.Y.) ",19286545; ,
76,Chronobiology international ,10023572; ,"It is now widely accepted that autoregulatory circuits involving transcription/translation of clock genes form the molecular basis of the endogenous circadian clock in different organisms. In Arabidopsis thaliana, the RNA-binding protein AtGRP7 (Arabidopsis thaliana glycine-rich protein) has been identified as part of a negative-feedback loop through which AtGRP7 regulates the circadian oscillations of its own transcript. Experimental evidence indicates that this feedback loop also is influenced by another oscillator. Support for this hypothesis comes from the characterization of the clock mutant toc1 (timing of cab expression) and the recent isolation of two candidate clock molecules, LHY (late elongated hypocotyl) and CCA1 (circadian clock associated). TOC1, as well as the LHY and CCA1 oscillatory feedback loops, influence several rhythmic physiological and molecular processes in Arabidopsis, including cyclic Atgrp7 gene expression. We discuss the features of these feedback loops with relation to the organization of the circadian system in Arabidopsis."
77,Current opinion in plant biology ,12495746; ,"Recently, notable progress has been made towards understanding the genetic interactions that underlie the function of the circadian clock in plants, and how these functions are related to the seasonal control of flowering time. The LHY/CCA1 and TOC1 genes have been proposed to participate in a negative feedback loop that is part of the central oscillator of the circadian clock. Furthermore, analysis of a flowering-time pathway has suggested how transcriptional regulation by the circadian clock, combined with post-transcriptional regulation by light, could activate proteins that control flowering time in response to appropriate daylengths."
78,International journal of molecular sciences ,36430613; ,"Plants are sessile organisms forced to adapt to environmental variations recurring in a day-night cycle. Extensive research has uncovered the transcriptional control of plants' inner clock and has revealed at least some part of the intricate and elaborate regulatory mechanisms that govern plant diel responses and provide adaptation to the ever-changing environment. Here, we analyzed the proteome of the Arabidopsis thaliana mutant genotypes collected in the middle of the day and the middle of the night, including four mutants in the phytochrome (phyA, phyB, phyC, and phyD) and the circadian clock protein LHY. Our approach provided a novel insight into the diel regulations, identifying 640 significant changes in the night-day protein abundance. The comparison with previous studies confirmed that a large portion of identified proteins was a known target of diurnal regulation. However, more than 300 were novel oscillations hidden under standard growth chamber conditions or not manifested in the wild type. Our results indicated a prominent role for ROS metabolism and phytohormone cytokinin in the observed regulations, and the consecutive analyses confirmed that. The cytokinin signaling significantly increased at night, and in the mutants, the hydrogen peroxide content was lower, and the night-day variation seemed to be lost in the phyD genotype. Furthermore, regulations in the lhy and phyB mutants were partially similar to those found in the catalase mutant cat2, indicating shared ROS-mediated signaling pathways. Our data also shed light on the role of the relatively poorly characterized Phytochrome D, pointing to its connection to glutathione metabolism and the regulation of glutathione S-transferases."
79,Journal of experimental botany ,21296763; ,"The photoperiodic response is one of the adaptation mechanisms to seasonal changes of lengths of day and night. The circadian clock plays pivotal roles in this process. In Arabidopsis, LHY, CCA1, ELF3, and other clock proteins play major roles in maintaining circadian rhythms. lhy;cca1 double mutants with severe defects in circadian rhythms showed accelerated flowering under short days (SDs), but delayed flowering under continuous light (LL). The protein level of the floral repressor SVP increased in lhy;cca1 mutants under LL, and the late-flowering phenotype of lhy;cca1 mutants was partially suppressed by svp, flc, or elf3. ELF3 interacted with both CCA1 and SVP, and elf3 suppressed the SVP accumulation in lhy;cca1 under LL. These results suggest that the unique mechanism of the inversion of the flowering response of lhy;cca1 under LL may involve both the ELF3-SVP/FLC-dependent and -independent pathways. In this work, elf3-1 seeds were mutagenized with heavy-ion beams and used to identify mutation(s) that delayed flowering under LL but not long days (LDs) or SDs even without ELF3. In this screening, seven candidate lines named suppressor of elf3 1 (self1), sel3, sel5, sel7, sel14, sel15, and sel20 were identified. Genetic analysis indicated that sel20 was a new deletion allele of a mutation in the blue light receptor, CRY2. A late-flowering phenotype and decrease of FT expression in the elf3;sel20 double mutant was obvious under LL but not under SDs or LDs. These results indicated that the late-flowering phenotype in the double mutant elf3;sel20 as well as in lhy;cca1 was affected by the presence of darkness. The results suggest that CRY2 may play more essential roles in the acceleration of flowering under LL than LDs or SDs."
80,PeerJ ,36340195; ,"Self-incompatibility (SI) is a major issue in dragon fruit (Selenicereus spp.) breeding and production. Therefore, a better understanding of the dragon fruit SI mechanism is needed to improve breeding efficiency and ultimate production costs. To reveal the underlying mechanisms of SI in dragon fruit, plant anatomy, de novo RNA sequencing-based transcriptomic analysis, and multiple bioinformatic approaches were used to analyze gene expression in the pistils of the self-pollinated and cross-pollinated dragon fruit flowers at different intervals of time after pollination. Using fluorescence microscopy, we observed that the pollen of 'Hongshuijing', a self-incompatible dragon fruit variety (S. monacanthus), germinated on its own stigma. However, the pollen tube elongation has ceased at 1/2 of the style, confirming that dragon fruit experiences gametophyte self-incompatibility (GSI). We found that the pollen tube elongation in vitro was inhibited by self-style glycoproteins in the SI variety, indicating that glycoproteins were involved in SI. That is to say the female S factor should be homologous of S-RNase or PrsS (P. rhoeas stigma S factor), both of which are glycoproteins and are the female S factors of the two known GSI mechanism respectively. Bioinformatics analyses indicated that among the 43,954 assembled unigenes from pistil, there were six S-RNase genes, while 158 F-box genes were identified from a pollen transcriptomic dataset. There were no P. rhoeas type S genes discovered. Thus, the identified S-RNase and F-box represent the candidate female and male S genes, respectively. Analysis of differentially expressed genes (DEGs) between the self and cross-pollinated pistils at different time intervals led to the identification of 6,353 genes. We then used a weighted gene co-expression network analysis (WGCNA) to find some non-S locus genes in SI responses in dragon fruit. Additionally, 13 transcription factors (TFs) (YABBY4, ANL2, ERF43, ARF2, BLH7, KNAT6, PIF3, two OBF1, two HY5 and two LHY/CCA) were identified to be involved in dragon fruit GSI. Thus, we uncovered candidate S and non-S genes and predicted more SI-related genes for a more detailed investigation of the molecular mechanism of dragon fruit SI. Our findings suggest that dragon fruit possesses a GSI system and involves some unique regulators. This study lays the groundwork for future research into SI mechanisms in dragon fruit and other plant species."
81,Scientific reports ,35835799; ,"Nitrogen is an essential core element in walnut seedling growth and development. However, nitrogen starvation and excessive nitrogen stress can cause stunted growth and development of walnut seedlings, and environmental pollution is also of concern. Therefore, it is necessary to study the mechanism of walnut seedling resistance to nitrogen stress. In this study, morphological and physiological observations and transcriptome sequencing of walnut seedlings under nitrogen starvation and excess nitrogen stress were performed. The results showed that walnut seedlings under nitrogen starvation and excess stress could adapt to the changes in the nitrogen environment by changing the coordination of their root morphology and physiological indexes. Based on an analysis of transcriptome data, 4911 differential genes (DEGs) were obtained (2180 were upregulated and 2731 were downregulated) in a comparison of nitrogen starvation and control groups. A total of 9497 DEGs (5091 upregulated and 4406 downregulated) were obtained in the comparison between the nitrogen overdose and control groups. When these DEGs were analysed, the differential genes in both groups were found to be significantly enriched in the plant's circadian pathway. Therefore, we selected the circadian rhythm as the focus for further analysis. We made some discoveries by analysing the gene co-expression network of nitrogen metabolism, circadian rhythm, and hormone signal transduction. (a) Nitrite nitrogen (NO2-) or Glu may act as a nitrogen signal to the circadian clock. (b) Nitrogen signalling may be input into the circadian clock by regulating changes in the abundance of the CRY1 gene. (c) After the nitrogen signal enters the circadian clock, the expression of the LHY gene is upregulated, which causes a phase shift in the circadian clock. (d) The RVE protein may send information about the circadian clock's response to nitrogen stress back to the nitrogen metabolic pathway via the hormone transduction pathway. In conclusion, various metabolic pathways in the roots of walnut seedlings coordinated with one another to resist the ill effects of nitrogen stress on the root cells, and these coordination relationships were regulated by the circadian clock. This study is expected to provide valuable information on the circadian clock regulation of plant resistance to nitrogen stress."
82,The New phytologist ,34320227; ,"Previous studies of plant circadian clock evolution have often relied on clock models and genes defined in Arabidopsis. These studies identified homologues with seemingly conserved function, as well as frequent gene loss. In the present study, we aimed to identify candidate clock genes in the liverwort Marchantia polymorpha using a more unbiased approach. To identify genes with circadian rhythm we sequenced the transcriptomes of gemmalings in a time series in constant light conditions. Subsequently, we performed functional studies using loss-of-function mutants and gene expression reporters. Among the genes displaying circadian rhythm, a homologue to the transcriptional co-repressor Arabidopsis DE-ETIOLATED1 showed high amplitude and morning phase. Because AtDET1 is arrhythmic and associated with the morning gene function of AtCCA1/LHY, that lack a homologue in liverworts, we functionally studied DET1 in M. polymorpha. We found that the circadian rhythm of MpDET1 expression is disrupted in loss-of-function mutants of core clock genes and putative evening-complex genes. MpDET1 knock-down in turn results in altered circadian rhythm of nyctinastic thallus movement and clock gene expression. We could not detect any effect of MpDET1 knock-down on circadian response to light, suggesting that MpDET1 has a yet unknown function in the M. polymorpha circadian clock."
83,Innovation (Cambridge (Mass.)) ,35519515; ,"Parallel evolution of reproductive isolation (PERI) provides strong evidence for natural selection playing a fundamental role in the origin of species. However, PERI has been rarely demonstrated for well established species drawn from different genera. In particular, parallel molecular signatures for the same genes in response to similar habitat divergence in such different lineages is lacking. Here, based on whole-genome sequencing data, we first explore the speciation process in two sister species of Carpinus (Betulaceae) in response to divergence for temperature and soil-iron concentration in habitats they occupy in northern and southwestern China, respectively. We then determine whether parallel molecular mutations occur during speciation in this pair of species and also in another sister-species pair of the related genus, Ostryopsis, which occupy similarly divergent habitats in China. We show that gene flow occurred during the origin of both pairs of sister species since approximately 9.8 or approximately 2 million years ago, implying strong natural selection during divergence. Also, in both species pairs we detected concurrent positive selection in a gene (LHY) for flowering time and in two paralogous genes (FRO4 and FRO7) of a gene family known to be important for iron tolerance. These changes were in addition to changes in other major genes related to these two traits. The different alleles of these particular candidate genes possessed by the sister species of Carpinus were functionally tested and indicated likely to alter flowering time and iron tolerance as previously demonstrated in the pair of Ostryopsis sister species. Allelic changes in these genes may have effectively resulted in high levels of prezygotic reproductive isolation to evolve between sister species of each pair. Our results show that PERI can occur in different genera at different timescales and involve similar signatures of molecular evolution at genes or paralogues of the same gene family, causing reproductive isolation as a consequence of adaptation to similarly divergent habitats."
84,Plant science : an international journal of experimental plant biology ,31084870; ,"Both nitrogen (N) and nitric oxide (NO) postpone plant flowering. However, we still don't know whether N and NO trigger the same signaling pathways leading to flowering delay. Our previous study found that ferredoxin NADP+ oxidoreductase (FNR1) and the blue-light receptor cryptochrome 1 (CRY1) are involved in nitrogen-regulated flowering-time control. However, NO-induced late-flowering does not require FNR1 or CRY1. Sucrose supply counteracts the flowering delay induced by NO. However high-N-induced late-flowering could not be reversed by 5% sucrose supplementation. The high nitrogen condition decreased the amplitudes of all transcripts of the circadian clock. While NO increased the amplitudes of circadian transcripts of CRY1, LHY (LATE ELONGATED HYPOCOTYL), CCA1 (CIRCADIAN CLOCK ASSOCIATED 1) and TOC1 (TIMING OF CAB EXPRESSION 1), but decreased the amplitudes of circadian transcripts of CO (CONSTANS) and GI (GIGANTEA). 5% sucrose supplementation reversed the declines in amplitudes of circadian transcripts of CO and GI after the NO treatment. NO induced S-nitrosation modification on oscillators CO and GI, but not on the other oscillators of the circadian clock. Sucrose supply interestingly reduced S-nitrosation levels of GI and CO proteins. Thus N and NO rely on overlapping but distinct signaling pathways on plant flowering."
85,Talanta ,35640476; ,"L-tryptophan (Trp) is an essential amino acid for humans and plays crucial roles in many metabolic functions. Trp levels can be used for diagnosing different kinds of metabolic disorders and the symptoms associated with those diseases. Herein, a novel, simple and sensitive sensor based on 3D peony-like bimetallic conductive MOFs (Co-Ni-MOFs) was fabricated for the electrochemical determination of Trp. The bimetallic conductive MOFs were synthesized by a facile one-pot hydrothermal process. On account of the synergy between the Ni2+ and Co2+ ions, the bimetallic Co-Ni-MOFs showed excellent electrochemical performance, including good conductivity, large effective surface areas, and high electrocatalytic reactivity toward the oxidation of Trp. Consequently, the Co-Ni-MOFs-modified electrodes obtained a wide linear range from 10 nmol L-1 to 300 μmol L-1 and a low detection limit of 8.7 nmol L-1 (S/N = 3) for Trp. Additionally, the prepared sensor also displayed high selectivity, long-term stability and reproducibility. Moreover, the proposed sensor was successfully applied to determine the levels of Trp in the plasma of mice after cadmium intoxication."
86,Frontiers in plant science ,27014288; ,"I summarize my scientific journey from my first interest in science to my career investigating how plants use the phytochrome photoreceptor to regulate what genes they express. I then describe how this work led to an understanding of how circadian rhythms function in plants and to the discovery of CCA1, a component of the plant central oscillator."
87,Plant physiology ,35674369; ,"The circadian clock is conserved at both the level of transcriptional networks as well as core genes in plants, ensuring that biological processes are phased to the correct time of day. In the model plant Arabidopsis (Arabidopsis thaliana), the core circadian SHAQKYF-type-MYB (sMYB) genes CIRCADIAN CLOCK ASSOCIATED 1 (CCA1) and REVEILLE (RVE4) show genetic linkage with PSEUDO-RESPONSE REGULATOR 9 (PRR9) and PRR7, respectively. Leveraging chromosome-resolved plant genomes and syntenic ortholog analysis enabled tracing this genetic linkage back to Amborella trichopoda, a sister lineage to the angiosperm, and identifying an additional evolutionarily conserved genetic linkage in light signaling genes. The LHY/CCA1-PRR5/9, RVE4/8-PRR3/7, and PIF3-PHYA genetic linkages emerged in the bryophyte lineage and progressively moved within several genes of each other across an array of angiosperm families representing distinct whole-genome duplication and fractionation events. Soybean (Glycine max) maintained all but two genetic linkages, and expression analysis revealed the PIF3-PHYA linkage overlapping with the E4 maturity group locus was the only pair to robustly cycle with an evening phase, in contrast to the sMYB-PRR morning and midday phase. While most monocots maintain the genetic linkages, they have been lost in the economically important grasses (Poaceae), such as maize (Zea mays), where the genes have been fractionated to separate chromosomes and presence/absence variation results in the segregation of PRR7 paralogs across heterotic groups. The environmental robustness model is put forward, suggesting that evolutionarily conserved genetic linkages ensure superior microhabitat pollinator synchrony, while wide-hybrids or unlinking the genes, as seen in the grasses, result in heterosis, adaptation, and colonization of new ecological niches."
88,Nature communications ,34521854; ,"Soybean (Glycine max) serves as a major source of protein and edible oils worldwide. The genetic and genomic bases of the adaptation of soybean to tropical regions remain largely unclear. Here, we identify the novel locus Time of Flowering 16 (Tof16), which confers delay flowering and improve yield at low latitudes and determines that it harbors the soybean homolog of LATE ELONGATED HYPOCOTYL (LHY). Tof16 and the previously identified J locus genetically additively but independently control yield under short-day conditions. More than 80% accessions in low latitude harbor the mutations of tof16 and j, which suggests that loss of functions of Tof16 and J are the major genetic basis of soybean adaptation into tropics. We suggest that maturity and yield traits can be quantitatively improved by modulating the genetic complexity of various alleles of the LHY homologs, J and E1. Our findings uncover the adaptation trajectory of soybean from its temperate origin to the tropics."
89,"Plant biology (Stuttgart, Germany) ",35050526; ,"Plant hormone signalling and the circadian clock have been implicated in the transcriptional control of isoprene biosynthesis. To gain more insight into the hormonal control of isoprene biosynthesis, the present study measured plant hormone concentrations in jasmonic acid (JA)-treated leaves of our previous model study, examined their relationship with gene expression of isoprene synthase (IspS) and hormone signalling transcription factors. Of the plant hormones, IAA and JA-Ile and their related transcription factors (MYC2 and SAUR21) were significantly correlated with IspS gene expression. Concentrations of cytokinins, isopentenyladenine (iP), trans-zeatin riboside (tZR) and cis-zeatin riboside (cZR), were similarly significantly correlated with IspS expression. However, there was no significant correlation between their related transcription factor (ARR-B) and IspS expression. The circadian clock-related gene PRR7, but not the transcription factor LHY, was highly correlated with IspS expression. These results suggest that the hormonal balance between JA-Ile and IAA plays a central role in transcriptional regulation of IspS through the transcription factors MYC2 and SAUR21, the early auxin responsive genes. The putative cis-acting elements for SAUR on the IspS promoter (TGTCNN and CATATG), in addition to the G-box for MYC2, support the above proposal. These results provide insightful information on the core components of plant hormone-related regulation of IspS under coordination with the circadian clock genes."
90,Communications biology ,32733028; ,"Tree allometry in semi-arid forests is characterized by short height but large canopy. This pattern may be important for maintaining water-use efficiency and carbon sequestration simultaneously, but still lacks quantification. Here we use terrestrial laser scanning to quantify allometry variations of Quercus mongolica in semi-arid forests. With tree height (Height) declining, canopy area (CA) decreases with substantial variations. The theoretical CA-Height relationship in dynamic global vegetation models (DGVMs) matches only the 5th percentile of our results because of CA underestimation and Height overestimation by breast height diameter (DBH). Water supply determines Height variation (P = 0.000) but not CA (P = 0.2 in partial correlation). The decoupled functions of stem, hydraulic conductance and leaf spatial arrangement, may explain the inconsistency, which may further ensure hydraulic safety and carbon assimilation, avoiding forest dieback. Works on tree allometry pattern and determinant will effectively supply tree drought tolerance studying and support DGVM improvements."
91,Biochemical and biophysical research communications ,32430181; ,"Circadian clock controls plant behaviors to anticipate day-night switch and keeps plant fitness. Here, we reported that plant response to auxin is also strictly governed by clock. The amplitude of auxin-responsive gene expressions gradually declined from morning to the dusk, and then enhanced from dusk to dawn. Plants with defects in both CIRCADIAN CLOCK ASSOCIATED1 (CCA1) and its closest homologue LATE ELONGATED HYPOCOTYL (LHY) (cca1 lhy) showed comparable responses to auxin at different time points in consecutive days, suggesting that CCA1 and LHY were required for gating auxin responses. Moreover, CCA1/LHY physically interacted with the core transcriptional repressors (Aux/IAA proteins), which might further modulate plant sensitivity to auxin. Taken together, we demonstrate that the central morning phased circadian oscillator CCA1 plays a pivotal role in gating auxin response."
92,The Science of the total environment ,28645048; ,"Terrestrial biogeochemical carbon (C) sequestration is coupled with the biogeochemical silicon (Si) cycle through mechanisms such as phytolith C sequestration, but the size and distribution of the phytolith C sink remain unclear. Here, we estimate phytolith C sequestration in global terrestrial biomes. We used biome data including productivity, phytolith and silica contents, and the phytolith stability factor to preliminarily determine the size and distribution of the phytolith C sink in global terrestrial biomes. Total phytolith C sequestration in global terrestrial biomes is 156.7±91.6TgCO2yr-1. Grassland (40%), cropland (35%), and forest (20%) biomes are the dominant producers of phytolith-based carbon; geographically, the main contributors are Asia (31%), Africa (24%), and South America (17%). Practices such as bamboo afforestation/reforestation and grassland recovery for economic and ecological purposes could theoretically double the above phytolith C sink. The potential terrestrial phytolith C sequestration during 2000-2099 under such practices would be 15.7-40.5PgCO2, equivalent in magnitude to the C sequestration of oceanic diatoms in sediments and through silicate weathering. Phytolith C sequestration contributes vitally to the global C cycle, hence, it is essential to incorporate plant-soil silica cycling in biogeochemical C cycle models."
93,Nature communications ,27734958; ,"A double-negative feedback loop formed by the morning genes CIRCADIAN CLOCK ASSOCIATED1 (CCA1)/LATE ELONGATED HYPOCOTYL (LHY) and the evening gene TIMING OF CAB EXPRESSION1 (TOC1) contributes to regulation of the circadian clock in Arabidopsis. A 24-h circadian cycle starts with the peak expression of CCA1 at dawn. Although CCA1 is targeted by multiple transcriptional repressors, including PSEUDO-RESPONSE REGULATOR9 (PRR9), PRR7, PRR5 and CCA1 HIKING EXPEDITION (CHE), activators of CCA1 remain elusive. Here we use mathematical modelling to infer a co-activator role for LIGHT-REGULATED WD1 (LWD1) in CCA1 expression. We show that the TEOSINTE BRANCHED 1-CYCLOIDEA-PCF20 (TCP20) and TCP22 proteins act as LWD-interacting transcriptional activators. The concomitant binding of LWD1 and TCP20/TCP22 to the TCP-binding site in the CCA1 promoter activates CCA1. Our study reveals activators of the morning gene CCA1 and provides an action mechanism that ensures elevated expression of CCA1 at dawn to sustain a robust clock."
94,BMC genomics ,35392804; ,"Helictotrichon virescens is a perennial grass that is primarily distributed in high altitude areas of 2000 ~ 4500 m. It is widely cultivated in the Qinghai-Tibet Plateau of China, strongly resistant to cold, and an essential part of the wild herbs in this region. However, the molecular mechanism of the response of H. virescens to low temperature stress and the key regulatory genes for specific biological processes are poorly understood."
